1:[-0.7222595221663286, 0.04740295109984723, 0.4243037675275598, -0.6022681645124023, 0.580527602949536, 0.3009305039791639, -0.5374809663899077, -0.615423131458114, -0.07123719695413509, 2.021999377916984, -1.6381674354964093, 0.9615053942389536, -0.6104033437744292, 0.5330222274601241, 1.365139382236475, 222, 133, 141]
1:[-0.7861645542739185, -0.8169079881630082, 0.4243037675275598, -0.6022681645124023, -1.462514375085942, -0.3951603935916912, -0.5374809663899077, 0.911548770977918, -0.6874869894167104, 2.021999377916984, -1.6381674354964093, 1.474168816421032, 0.9433837068756102, 0.30174284567766935, 1.365139382236475, 222, 36, 7]
1:[-0.7222595221663286, -0.09369640664788774, 0.4243037675275598, -0.6022681645124023, 0.580527602949536, 0.5298388551839607, -0.5374809663899077, -0.615423131458114, -0.07123719695413509, 1.4268248841721287, -1.6381674354964093, -0.7685622387797753, -0.6104033437744292, 0.5330222274601241, 1.365139382236475, 222, 133, 141]
1:[-0.7222595221663286, 0.5319842692159181, 0.4243037675275598, -0.027943704238298766, 0.580527602949536, -1.5554471869252513, -0.5374809663899077, -0.615423131458114, -0.07123719695413509, 1.4268248841721287, -1.6381674354964093, -0.8822922883688052, -0.6104033437744292, 0.5330222274601241, -0.23985015405906965, 222, 133, 78]
1:[-0.7222595221663286, -0.8493867211027725, 0.4243037675275598, -0.6022681645124023, 0.580527602949536, -0.4787426067032483, -0.5374809663899077, -0.615423131458114, -0.07123719695413509, 1.4268248841721287, -0.7685467875922946, 0.9615053942389536, -0.6104033437744292, 0.5330222274601241, 1.0057899730364104, 222, 133, 141]
1:[-0.7222595221663286, 0.04740295109984723, -1.6902272958565914, 1.1605813360329698, 0.580527602949536, -0.4787426067032483, -0.5374809663899077, -0.615423131458114, -0.07123719695413509, 1.4268248841721287, -0.7685467875922946, 0.9615053942389536, -0.6104033437744292, 0.5330222274601241, 1.0057899730364104, 222, 133, 141]
1:[-0.7222595221663286, 0.04740295109984723, -1.6902272958565914, 1.1605813360329698, 0.580527602949536, -0.4787426067032483, -1.9709185157905391, -0.615423131458114, -0.07123719695413509, 1.4268248841721287, -0.7685467875922946, 0.9615053942389536, -0.6104033437744292, 0.5330222274601241, 1.0057899730364104, 222, 133, 141]
1:[-0.7222595221663286, 0.04740295109984723, 0.43183051248712384, -0.05045733415288401, 0.580527602949536, -0.4787426067032483, -1.9709185157905391, -0.615423131458114, 0.06322579392579286, -2.052466922044962, 0.7738198885360424, -0.22097719162068222, -0.6104033437744292, 0.5330222274601241, 0.035696058475124026, 222, 133, 141]
1:[-0.7222595221663286, 0.04740295109984723, 0.2876955390499697, -0.05045733415288401, 0.580527602949536, -0.4787426067032483, -1.9709185157905391, -0.615423131458114, 0.06322579392579286, 1.4268248841721287, 0.7738198885360424, -0.22097719162068222, 0.18777450715005786, 0.5330222274601241, 1.0057899730364104, 114, 133, 141]
1:[-0.7222595221663286, 1.2701201926625174, 0.4243037675275598, -0.05045733415288401, 1.3311258048580346, 0.11642513378919622, -1.9709185157905391, -0.615423131458114, 0.06322579392579286, 1.4268248841721287, 0.7738198885360424, 1.5706975657200772, -0.6104033437744292, 0.5330222274601241, -0.3347774620626358, 243, 133, 141]
